Reg	St	Site Name                                                                		Site ID	EPA ID	Address	City	Zip	County			FF?	Latitude	Longitude	Final Date
?07?	IA	FAIRFIELD COAL GASIFICATION PLANT		?0700347?	IAD981124167	101 S 7TH ST 	FAIRFIELD	52556	JEFFERSON			N	?+41.006200?	?-91.972400? 	8/30/1990
?07?	IA	IOWA ARMY AMMUNITION PLANT		?0700413?	IA7213820445	HWY 79 OFF MIDDLETOWN RD 	MIDDLETOWN	52638	DES MOINES			Y	?+40.808330?	?-91.246660? 	8/30/1990
?07?	IA	LAWRENCE TODTZ FARM		?0700039?	IAD000606038	RR 1 	CAMANCHE	52730	CLINTON			N	?+41.787780?	?-90.292630? 	6/10/1986
?07?	IA	MASON CITY COAL GASIFICATION PLANT		?0700337?	IAD980969190	"5TH ST, BETWEEN DELAWARE & PENNSYLVANIA "	MASON CITY	50401	CERRO GORDO			N	?+43.147600?	?-93.199200? 	12/16/1994
?07?	IA	MIDWEST MANUFACTURING/NORTH FARM		?0700185?	IAD069625655	101 HIGH ST 	KELLOGG	50135	JASPER			N	?+41.746810?	?-92.893060? 	6/10/1986
?07?	IA	PCE FORMER DRY CLEANER		?0700145?	IAD039954300	1205 East 7th Street 	ATLANTIC	50022	CASS			N	?+41.403717?	?-94.995764? 	4/7/2016
?07?	IA	PEOPLES NATURAL GAS CO.		?0700325?	IAD980852578	502 E 11TH ST 	DUBUQUE	52001	DUBUQUE			N	?+42.505280?	?-90.658880? 	8/30/1990
?07?	IA	RAILROAD AVENUE GROUNDWATER CONTAMINATION		?0703065?	IA0001610963	12TH & MAPLE 	WEST DES MOINES	50265	POLK			N	?+41.578330?	?-93.702220? 	9/5/2002
?07?	IA	SHAW AVENUE DUMP		?0700244?	IAD980630560	SHAW AVE 	CHARLES CITY	50616	FLOYD			N	?+43.056300?	?-92.663100? 	7/22/1987
?07?	IA	VOGEL PAINT & WAX CO.		?0700237?	IAD980630487	GRANT AVENUE BETWEEN 490TH ST.  AND 500TH ST.	MAURICE	51306	SIOUX			N	?+42.934430?	?-96.193330? 	6/10/1986
?07?	KS	57TH AND NORTH BROADWAY STREETS SITE		?0700694?	KSD981710247	57TH & N BROADWAY STREETS 	WICHITA	67219	SEDGWICK			N	?+37.775000?	?-097.316660? 	10/14/1992
?07?	KS	ACE SERVICES		?0700521?	KSD046746731	345 CONVESSE 	COLBY	67701	THOMAS			N	?+39.396940?	?-101.039160? 	9/29/1995
?07?	KS	"CHEMICAL COMMODITIES, INC."		?0700513?	KSD031349624	S. KEELER ST 	OLATHE	66061	JOHNSON			N	?+38.878190?	?-094.805550? 	5/31/1994
?07?	KS	CHEROKEE COUNTY		?0700667?	KSD980741862	SOUTHEAST PORTION OF THE  STATE OF KS 	GALENA	66739	CHEROKEE			N	?+37.003880?	?-094.823880? 	9/8/1983
?07?	KS	DOEPKE DISPOSAL (HOLLIDAY)		?0700631?	KSD980632301	HOLLIDAY DR 	SHAWNEE MISSION	66218	JOHNSON			N	?+39.033330?	?-094.800000? 	9/8/1983
?07?	KS	FORMER UNITED ZINC & ASSOCIATED SMELTERS		?0705026?	KSN000705026	HIGHWAY 54 & KANSAS DRIVE 	IOLA	66749	ALLEN			N	?+37.92?	?-095.40? 	5/24/2013
?07?	KS	FORT RILEY		?0700743?	KS6214020756	DICKMAN AVE 	JUNCTION CITY	66441	GEARY			Y	?+39.166660?	?-096.750000? 	8/30/1990
?07?	KS	OBEE ROAD		?0700580?	KSD980631766	OBEE RD 	HUTCHINSON	67501	RENO			N	?+38.063880?	?-097.851380? 	7/22/1987
?07?	KS	PESTER REFINERY CO.		?0700447?	KSD000829846	N TOPEKA ST 	EL DORADO	67042	BUTLER			N	?+37.843800?	?-096.857400? 	3/31/1989
?07?	KS	"PLATING, INC."		?0705326?	KSD065735912	8801 WEST SIXTH STREET 	Great Bend	67530	BARTON			N	?+38.346542?	?-98.849460? 	3/19/2008
?07?	KS	STROTHER FIELD INDUSTRIAL PARK		?0700677?	KSD980862726	NE 1/4 SEC 19 T33S R4E 	WINFIELD	67156	COWLEY			N	?+37.170830?	?-097.031930? 	6/10/1986
?07?	KS	WRIGHT GROUND WATER CONTAMINATION		?0702403?	KSD984985929	7 MILES NE OF DODGE CITY OFF HWY 50/56 	WRIGHT	67882	FORD			N	?+37.780550?	?-099.888880? 	6/17/1996
?07?	MO	ANNAPOLIS LEAD MINE		?0702917?	MO0000958611	EAST SIDE OF IRON COUNTY ROAD 138 APPROX. 3/8 MILE NO. OF MO STATE HWY 49	ANNAPOLIS	63620	IRON			N	?+37.355550?	?-90.675000? 	7/22/2004
?07?	MO	ARMOUR ROAD		?0702515?	MOD046750253	2251 ARMOUR ROAD 	NORTH KANSAS CITY	64116	CLAY			N	?+39.145000?	?-94.556110? 	5/10/1999
?07?	MO	BEE CEE MANUFACTURING CO.		?0701439?	MOD980860522	MALDEN INDUSTRIAL PARK 	MALDEN	63863	DUNKLIN			N	?+36.603330?	?-089.980000? 	6/10/1986
?07?	MO	BIG RIVER MINE TAILINGS/ST. JOE MINERALS CORP.		?0701639?	MOD981126899	SECTION 25 26 35 & 36 T37N R4E 	DESLOGE	63601	ST. FRANCOIS			N	?+37.886380?	?-090.550000? 	10/14/1992
?07?	MO	COMPASS PLAZA WELL TCE		?0706143?	MON000706143	201 SOUTH MARSHALL STREET 	ROGERSVILLE	65742	GREENE			N	?+37.110000?	?-93.080000? 	3/15/2012
?07?	MO	CONSERVATION CHEMICAL CO.		?0700777?	MOD000829705	3900 FRONT ST 	KANSAS CITY	64120	JACKSON			N	?+39.127900?	?-94.472200? 	10/4/1989
?07?	MO	ELLISVILLE SITE		?0701205?	MOD980633010	NEAR ELLISVILLE 	ELLISVILLE	63011	ST. LOUIS			N	?+38.603330?	?-90.618330? 	9/8/1983
?07?	MO	FULBRIGHT LANDFILL		?0701153?	MOD980631139	BOLIVAR RD 	SPRINGFIELD	65803	GREENE			N	?+37.273050?	?-93.312500? 	9/8/1983
?07?	MO	LAKE CITY ARMY AMMUNITION PLANT (NORTHWEST LAGOON)		?0701757?	MO3213890012	JCT OF HWY 7 & HWY 78 	INDEPENDENCE	64050	JACKSON			Y	?+39.103000?	?-94.278300? 	7/22/1987
?07?	MO	LEE CHEMICAL		?0701378?	MOD980853519	HWY 210 E OF HWY 291 	LIBERTY	64068	CLAY			N	?+39.201110?	?-94.392500? 	6/10/1986
?07?	MO	MADISON COUNTY MINES		?0701102?	MOD098633415	401 N MINE LAMOTTE ST 	FREDERICKTOWN	63645	MADISON			N	?+37.546110?	?-90.276110? 	9/29/2003
?07?	MO	MINKER/STOUT/ROMAINE CREEK		?0701345?	MOD980741912	4037 W ROCK CREEK RD & SWALLER 	IMPERIAL	63052	JEFFERSON			N	?+38.440000?	?-90.480000? 	9/8/1983
?07?	MO	MISSOURI ELECTRIC WORKS		?0701474?	MOD980965982	"S HIGHWAY 61 2 MI S HIGHWAY K T 30 N,  R 13 W"	CAPE GIRARDEAU	63701	CAPE GIRARDEAU			N	?+37.286250?	?-89.555050? 	2/21/1990
?07?	MO	NEWTON COUNTY MINE TAILINGS		?0701651?	MOD981507585	ENTIRE TOWN OF 	GRANBY	64844	NEWTON			N	?+36.992100?	?-94.384800? 	9/29/2003
?07?	MO	NEWTON COUNTY WELLS		?0702514?	MOD985798339	3200 MOORHEAD DRIVE 	JOPLIN	64804	NEWTON			N	?+37.044720?	?-94.473050? 	7/27/2000
?07?	MO	OAK GROVE VILLAGE WELL		?0700020?	MOD981717036	"NE 1/4, SW 1/4, NW 1/4, SECTION 17 T 41 N,  R 1 W"	SULLIVAN	63080	FRANKLIN			N	?+38.220970?	?-91.149460? 	9/5/2002
?07?	MO	ORONOGO-DUENWEG MINING BELT		?0701290?	MOD980686281	VARIOUS LOCATIONS 	JOPLIN	64801	JASPER			N	?+37.101110?	?-94.420560? 	8/30/1990
?07?	MO	POOLS PRAIRIE		?0702918?	MO0000958835	US HWY. 60 AND US HWY. 71 (2 MILES SOUTH)	NEOSHO	64850	NEWTON			N	?+36.803050?	?-94.390270? 	9/17/1999
?07?	MO	QUALITY PLATING		?0701442?	MOD980860555	RT 2 	SIKESTON	63801	SCOTT			N	?+36.963050?	?-89.557210? 	6/10/1986
?07?	MO	RIVERFRONT		?0702089?	MOD981720246	"PLUME, NEW HAVEN "	NEW HAVEN	63068	FRANKLIN			N	?+38.613880?	?-91.214720? 	12/1/2000
?07?	MO	"SOLID STATE CIRCUITS, INC."		?0701392?	MOD980854111	MAIN ST 	REPUBLIC	65738	GREENE			N	?+37.118060?	?-93.480280? 	6/10/1986
?07?	MO	SOUTHWEST JEFFERSON COUNTY MINING		?0705443?	MON000705443	"SLVR LK TRL & THNDR RDG RD,.5M W HWY WW "	JEFFERSON COUNTY	63023	JEFFERSON			N	?+38.186668?	?-90.758890? 	9/23/2009
?07?	MO	ST. LOUIS AIRPORT/HAZELWOOD INTERIM STORAGE/FUTURA COATINGS CO.		?0701210?	MOD980633176	BROWN ROAD N OF AIRPORT 	ST. LOUIS	63145	ST. LOUIS			N	?+38.759710?	?-90.360410? 	10/4/1989
?07?	MO	SYNTEX FACILITY		?0700881?	MOD007452154	1ST ST 	VERONA	65769	LAWRENCE			N	?+36.965000?	?-93.798330? 	9/8/1983
?07?	MO	VALLEY PARK TCE		?0701494?	MOD980968341	HIGHWAY 141 N OF MERAMEC RIVER 	VALLEY PARK	63088	ST. LOUIS			N	?+38.552780?	?-90.466660? 	6/10/1986
?07?	MO	VIENNA WELLS		?0705803?	MON000705803	545-547 N. CHESTNUT STREET (CITY HALL)	VIENNA	65582	MARIES			N	?+38.188340?	?-91.946270? 	9/29/2010
?07?	MO	WASHINGTON COUNTY LEAD DISTRICT - FURNACE CREEK		?0705842?	MON000705842	2 MI. N OF INT. OF BIG RIVER & HWY 21 	CALEDONIA	63631	WASHINGTON			N	?+37.839818?	?-90.797756? 	3/10/2011
?07?	MO	WASHINGTON COUNTY LEAD DISTRICT - OLD MINES		?0705027?	MON000705027	INTERSECTION OF HIGHWAYS 21 AND 47 	Old Mines	63630	WASHINGTON			N	?+38.075278?	?-90.738333? 	3/19/2008
?07?	MO	WASHINGTON COUNTY LEAD DISTRICT - POTOSI		?0705023?	MON000705023	500 FT EAST OF BELL ST AND VALLEY ROAD 	Potosi	63664	WASHINGTON			N	?+37.936000?	?-90.788000? 	3/19/2008
?07?	MO	WASHINGTON COUNTY LEAD DISTRICT - RICHWOODS		?0705032?	MON000705032	21 ACRES IN NORTHEAST WASHINGTON COUNTY 	Richwoods	63071	WASHINGTON			N	?+38.166150?	?-90.814264? 	3/19/2008
?07?	MO	WELDON SPRING FORMER ARMY ORDNANCE WORKS		?0701773?	MO5210021288	ST HWY 94 2 MI S US 40 	ST. CHARLES	63301	ST. CHARLES			Y	?+38.696380?	?-90.729160? 	2/21/1990
?07?	MO	WELDON SPRING QUARRY/PLANT/PITS (USDOE/ARMY)		?0701753?	MO3210090004	25 MI W OF ST LOUIS 	ST. CHARLES	63301	ST. CHARLES			Y	?+38.696940?	?-90.724990? 	7/22/1987
?07?	MO	WESTLAKE LANDFILL		?0701039?	MOD079900932	13570 ST CHARLES ROCK ROAD 	BRIDGETON	63044	ST. LOUIS			N	?+38.770000?	?-90.445260? 	8/30/1990
?07?	NE	10TH STREET SITE		?0702001?	NED981713837	28TH AVE & 10TH ST 	COLUMBUS	68601	PLATTE			N	?+41.426560?	?-097.362210? 	8/30/1990
?07?	NE	BRUNO CO-OP ASSOCIATION/ASSOCIATED PROPERTIES		?0702000?	NED981713829	FREMONT ST & RAILROAD ST 	BRUNO	68014	BUTLER			N	?+41.284720?	?-096.959720? 	6/17/1996
?07?	NE	CLEBURN STREET WELL		?0701986?	NED981499312	NORTH FRONT STREET 	GRAND ISLAND	68801	HALL			N	?+40.925130?	?-98.347770? 	10/14/1992
?07?	NE	CORNHUSKER ARMY AMMUNITION PLANT		?0702020?	NE2213820234	6 MI W OF 	GRAND ISLAND	68802	HALL			Y	?+40.923330?	?-98.492500? 	7/22/1987
?07?	NE	GARVEY ELEVATOR		?0704351?	NEN000704351	INDUSTRIAL PARK WEST-HIGHWAY 6 & SUMMIT  AVE.	HASTINGS	68901	ADAMS			N	?+40.563610?	?-98.415550? 	9/14/2005
?07?	NE	HASTINGS GROUND WATER CONTAMINATION		?0701973?	NED980862668	E CENTRAL HASTINGS 	HASTINGS	68901	ADAMS			N	?+40.583330?	?-98.383330? 	6/10/1986
?07?	NE	IOWA-NEBRASKA LIGHT & POWER CO		?0702377?	NED986373678	102-104 SOUTH 7TH STREET 	NORFOLK	68701	MADISON			N	?+42.028333?	?-97.416667? 	4/7/2016
?07?	NE	LINDSAY MANUFACTURING CO.		?0701913?	NED068645696	HWY 91 	LINDSAY	68644	PLATTE			N	?+41.701660?	?-97.690000? 	10/4/1989
?07?	NE	NEBRASKA ORDNANCE PLANT (FORMER)		?0702031?	NE6211890011	.5 MI E OF 	MEAD	68041	SAUNDERS			N	?+41.176660?	?-96.453330? 	8/30/1990
?07?	NE	OGALLALA GROUND WATER CONTAMINATION		?0702287?	NED986369247	SW CORNER OF W 1ST & C ST 	OGALLALA	69153	KEITH			N	?+41.123880?	?-101.736110? 	12/16/1994
?07?	NE	OMAHA LEAD		?0703481?	NESFN0703481	INTERSECTION I480 & ABBOTT DRIVE 	OMAHA	68102	DOUGLAS			N	?+41.267770?	?-95.929720? 	4/30/2003
?07?	NE	PARKVIEW WELL		?0704456?	NEN000704456	INTERSECTION OF BLAINE STREET & STOLLEY PARK ROAD	GRAND ISLAND	68803	HALL			N	?+40.895830?	?-98.365000? 	4/19/2006
?07?	NE	PCE SOUTHEAST CONTAMINATION		?0706200?	NEN000706200	INTERSECTION OF 5TH STREET AND LINCOLN AVENUE 	YORK	68467	YORK			N	?+40.859590?	?-97.580610? 	5/12/2014
?07?	NE	PCE/TCE NORTHEAST CONTAMINATION		?0706105?	NEN000706105	522 W 26TH STREET 	YORK	68467	YORK			N	?+40.888640?	?-97.600360? 	5/12/2014
?07?	NE	SHERWOOD MEDICAL CO.		?0702086?	NED084626100	RT 4 S HWY 81 1 MI S OF 	NORFOLK	68701	MADISON			N	?+41.993610?	?-97.421380? 	10/14/1992
?07?	NE	WEST HIGHWAY 6 & HIGHWAY 281		?0704738?	NEN000704738	INDUSTRIAL PARK WEST-HIGHWAY 6 &  SUMMIT AVE. (WELL 13)	HASTINGS	68901	ADAMS			N	?+40.570422?	?-98.408411? 	4/19/2006
?08?	CO	AIR FORCE PLANT PJKS		?0800359?	CO7570090038	12275 SOUTH HIGHWAY 75 	LITTLETON	80127	JEFFERSON			Y	?+39.514210?	?-105.133700? 	11/21/1989
?08?	CO	BONITA PEAK MINING DISTRICT		?0802497?	CON000802497	Multiple sources located proximial to the  headwaters of the Animas River	UNINCORPORATED	81433	SAN JUAN			N	?+37.904031?	?-107.616619? 	9/9/2016
?08?	CO	BRODERICK WOOD PRODUCTS		?0800030?	COD000110254	5600 HURON ST 	DENVER	80221	ADAMS			N	?+39.814800?	?-104.998900? 	9/21/1984
?08?	CO	CALIFORNIA GULCH		?0801478?	COD980717938	S OF CY-YAK TUNNEL DOWNSTREAM 	LEADVILLE	80461	LAKE			N	?+39.236110?	?-106.269200? 	9/8/1983
?08?	CO	CAPTAIN JACK MILL		?0800892?	COD981551427	"T1N R73 W, SE 1/4 SEC. 12 "	WARD	80481	BOULDER			N	?+40.055830?	?-105.503610? 	9/29/2003
?08?	CO	"CENTRAL CITY, CLEAR CREEK"		?0800257?	COD980717557	NEAR TOWN 	IDAHO SPRINGS	80452	CLEAR CREEK			N	?+39.750000?	?-105.500000? 	9/8/1983
?08?	CO	CHEMICAL SALES CO.		?0800866?	COD007431620	4661 MONACO ST. 	DENVER	80216	DENVER			N	?+39.780830?	?-104.913600? 	8/30/1990
?08?	CO	COLORADO SMELTER		?0802700?	CON000802700	INTERSTATE 25 AND SANTA FE AVENUE 	PUEBLO	81006	PUEBLO			N	?+38.249100?	?-104.608000? 	12/11/2014
?08?	CO	DENVER RADIUM SITE		?0800247?	COD980716955	VARIOUS PLACES IN DENVER 	DENVER	80204	DENVER			N	?+39.716660?	?-105.000000? 	9/8/1983
?08?	CO	EAGLE MINE		?0800159?	COD081961518	W OF US HWY 24 	MINTURN	81645	EAGLE			N	?+39.533330?	?-106.391700? 	6/10/1986
?08?	CO	LINCOLN PARK		?0800115?	COD042167858	2 MI S OF CANON CY 	CANON CITY	81212	FREMONT			N	?+38.400000?	?-105.233300? 	9/21/1984
?08?	CO	LOWRY LANDFILL		?0800186?	COD980499248	4200 S GUN CLUB RD 	AURORA	80018	ARAPAHOE			N	?+39.643330?	?-104.708300? 	9/21/1984
?08?	CO	MARSHALL LANDFILL		?0800187?	COD980499255	1600 S 66TH STREET 	BOULDER	80303	BOULDER			N	?+39.950000?	?-105.200000? 	9/8/1983
?08?	CO	NELSON TUNNEL/COMMODORE WASTE ROCK		?0802630?	CON000802630	NATIONAL FOREST ROAD 503.4 1 MILE NORTH OF TOWN	Creede	81130	MINERAL			N	??	?? 	9/3/2008
?08?	CO	ROCKY FLATS PLANT (USDOE)		?0800360?	CO7890010526	HWY 93 BETWEEN GOLDEN&BOULDER 	GOLDEN	80402	JEFFERSON			Y	?+39.894160?	?-105.201700? 	10/4/1989
?08?	CO	ROCKY MOUNTAIN ARSENAL (USARMY)		?0800357?	CO5210020769	IMMED N STAPLETON INTL ARPT 	ADAMS COUNTY	80022	ADAMS			Y	?+39.835560?	?-104.884200? 	7/22/1987
?08?	CO	STANDARD MINE		?0801669?	CO0002378230	"COUNTY ROAD 12, RUBY MINING DISITRICT "	GUNNISON NATIONAL FOREST	81224	GUNNISON			N	?+38.879160?	?-107.073890? 	9/14/2005
?08?	CO	SUMMITVILLE MINE		?0801194?	COD983778432	Postal Address is unavailable for the Site 	RIO GRANDE COUNTY	81132	RIO GRANDE			N	?+37.430000?	?-106.585000? 	5/31/1994
?08?	CO	URAVAN URANIUM PROJECT (UNION CARBIDE CORP.)		?0800076?	COD007063274	NEAR URAVAN ON HWY 141 	URAVAN	81436	MONTROSE			N	?+38.366660?	?-108.748300? 	6/10/1986
?08?	CO	VASQUEZ BOULEVARD AND I-70		?0801646?	CO0002259588	VASQUEZ BOULEVARD AND 1-70 	DENVER	80216	DENVER			N	?+39.791660?	?-104.958330? 	7/22/1999
?08?	MT	ACM SMELTER AND REFINERY		?0800402?	MTD093291599	"RIVER ROAD NORTH, 1 MILE EAST OF 15TH ST 1 MILE E OF 15TH STREET"	BLACK EAGLE	59414	CASCADE			N	?+47.523611?	?-111.256945? 	3/10/2011
?08?	MT	ANACONDA ALUMINUM CO COLUMBIA FALLS REDUCTION PLANT		?0800392?	MTD057561763	EASTERN END OF ALUMINUM DRIVE 	COLUMBIA FALLS	59912	FLATHEAD			N	?+48.387875?	?-114.130297? 	9/9/2016
?08?	MT	ANACONDA CO. SMELTER		?0800403?	MTD093291656	3 MI SE OF ANACONDA 	ANACONDA	59711	DEER LODGE			N	?+46.116660?	?-112.915000? 	9/8/1983
?08?	MT	BARKER HUGHESVILLE MINING DISTRICT		?0801208?	MT6122307485	FOREST SERVICE ROAD 6403 	MONARCH	59469				N	?+47.083330?	?-110.630270? 	9/13/2001
?08?	MT	BASIN MINING AREA		?0801057?	MTD982572562	NORTH OF I-15 	BASIN	59631	JEFFERSON			N	?+46.272770?	?-112.263330? 	10/22/1999
?08?	MT	CARPENTER SNOW CREEK MINING DISTRICT		?0801507?	MT0001096353	NO SPECIFIC ADDRESS 	NEIHART	59465	CASCADE			N	?+46.961380?	?-110.725830? 	9/13/2001
?08?	MT	EAST HELENA SITE		?0800377?	MTD006230346	S OF E HELENA 	EAST HELENA	59635	LEWIS AND CLARK			N	?+46.581660?	?-111.918300? 	9/21/1984
?08?	MT	FLAT CREEK IMM		?0801914?	MT0012694970	FLAT CREEK ROAD AND HALL GULCH ROAD 	SUPERIOR	59872	MINERAL			N	?+47.240270?	?-114.852770? 	9/23/2009
?08?	MT	IDAHO POLE CO.		?0800379?	MTD006232276	CEDAR ST 	BOZEMAN	59715	GALLATIN			N	?+45.688330?	?-111.021700? 	6/10/1986
?08?	MT	LIBBY ASBESTOS SITE		?0801744?	MT0009083840	512 CALIFORNIA AVENUE 	LIBBY	59923	LINCOLN			N	?+48.391520?	?-115.551110? 	10/24/2002
?08?	MT	LIBBY GROUND WATER CONTAMINATION		?0800412?	MTD980502736	1119 & 1415 DAKOTA 	LIBBY	59923	LINCOLN			N	?+48.380000?	?-115.538900? 	9/8/1983
?08?	MT	LOCKWOOD SOLVENT GROUND WATER PLUME		?0801709?	MT0007623052	LOCKWOOD ROAD 	BILLINGS	59101	YELLOWSTONE			N	?+45.803610?	?-108.455000? 	12/1/2000
?08?	MT	MILLTOWN RESERVOIR SEDIMENTS		?0800445?	MTD980717565	ADJACENT TO SE SIDE OF TWN 	MILLTOWN	59851	MISSOULA			N	?+46.866660?	?-113.866700? 	9/8/1983
?08?	MT	MONTANA POLE AND TREATING		?0800378?	MTD006230635	202 W GREENWOOD AVENUE 	BUTTE	59701	SILVER BOW			N	?+45.990000?	?-112.548300? 	7/22/1987
?08?	MT	MOUAT INDUSTRIES		?0800384?	MTD021997689	ADJACENT TO AIR STRIP IN CY 	COLUMBUS	59019	STILLWATER			N	?+45.635000?	?-109.247500? 	6/10/1986
?08?	MT	SILVER BOW CREEK/BUTTE AREA		?0800416?	MTD980502777	BUTTE TO MILLTOWN RESERVIOR 	BUTTE	59750				N	?+46.039000?	?-112.794800? 	9/8/1983
?08?	MT	UPPER TENMILE CREEK MINING AREA		?0801699?	MTSFN7578012	RIMINI ROAD 	HELENA	59601	LEWIS AND CLARK			N	?+46.482080?	?-112.245130? 	10/22/1999
?08?	SD	ELLSWORTH AIR FORCE BASE		?0800585?	SD2571924644	44CSC/DE 	ELLSWORTH AFB	57706				Y	?+44.148060?	?-103.095800? 	8/30/1990
?08?	SD	GILT EDGE MINE		?0801668?	SDD987673985	"4 MILES SE OF LEAD SEC-5, 6, 7, 8 & 9 T-4N,  R-4E"	LEAD	57754	LAWRENCE			N	?+44.328050?	?-103.674300? 	12/1/2000
?08?	UT	700 SOUTH 1600 EAST PCE PLUME		?0800743?	UTD981548985	INTERSECTION OF 700 SOUTH & 1600 EAST 	SALT LAKE CITY	84102	SALT LAKE			Y	?+40.753938?	?-111.848022? 	5/24/2013
?08?	UT	BOUNTIFUL/WOODS CROSS 5TH S. PCE PLUME		?0801528?	UT0001119296	"500 SOUTH 800 WEST, BOUNTIFUL/WOODS CROS "	BOUNTIFUL	84010	DAVIS			N	?+40.887220?	?-111.903880? 	9/13/2001
?08?	UT	DAVENPORT AND FLAGSTAFF SMELTERS		?0801257?	UTD988075719	1 MILE W OF INTERSECTION USH 209 AND 210 	SANDY	84092	SALT LAKE			N	?+40.573610?	?-111.791940? 	4/30/2003
?08?	UT	EUREKA MILLS		?0801644?	UT0002240158	1.25 MI W OF THE UTAH-JUAB COUNTY LINE ON US ROUTE	EUREKA	84628	JUAB			N	?+39.955550?	?-112.115550? 	9/5/2002
?08?	UT	FIVE POINTS PCE PLUME		?0802654?	UTN000802654	APPROX. 1500 SOUTH & STATE HIGHWAY 106 	WOODS CROSS/BOUNTIFUL	84010	DAVIS			N	?+40.874519?	?-111.885839? 	9/19/2007
?08?	UT	HILL AIR FORCE BASE		?0800753?	UT0571724350	00-ALC/EM 	HILL AFB	84056				Y	?+41.128330?	?-111.955000? 	7/22/1987
?08?	UT	INTERMOUNTAIN WASTE OIL REFINERY		?0801545?	UT0001277359	995 SOUTH 500 WEST 	BOUNTIFUL	84010	DAVIS			N	?+40.879440?	?-111.889440? 	5/11/2000
?08?	UT	JACOBS SMELTER		?0801674?	UT0002391472	NEAR INTERSECTION OF SMITH & JOHNSON STS 	STOCKTON	84071	TOOELE			N	?+40.454160?	?-112.358330? 	2/4/2000
?08?	UT	MONTICELLO MILL TAILINGS (USDOE)		?0800867?	UT3890090035	"T335,R23E,S31-T335,R24E,S36 "	MONTICELLO	84535	SAN JUAN			Y	?+37.863330?	?-109.348300? 	11/21/1989
?08?	UT	OGDEN DEFENSE DEPOT (DLA)		?0800760?	UT9210020922	500 WEST 1200 SOUTH 	OGDEN	84407	WEBER			Y	?+41.266660?	?-112.000000? 	7/22/1987
?08?	UT	PORTLAND CEMENT (KILN DUST 2 & 3)		?0800690?	UTD980718670	1000 SO. REDWOOD ROAD 	SALT LAKE CITY	84116	SALT LAKE			N	?+40.747400?	?-111.943600? 	6/10/1986
?08?	UT	TOOELE ARMY DEPOT (NORTH AREA)		?0800755?	UT3213820894	3 MI S OF TOOELE ON HWY 36 	TOOELE	84074	TOOELE			Y	?+40.541660?	?-112.375000? 	8/30/1990
?08?	UT	US MAGNESIUM		?0802704?	UTN000802704	15 MILES N OF ROWLEY EXIT ON I-80 15 MI N OF ROWLEY EXIT ON I-80	TOOELE COUNTY	84029	TOOELE			N	?+40.914725?	?-112.719725? 	11/4/2009
?08?	UT	UTAH POWER & LIGHT/AMERICAN BARREL CO.		?0800680?	UTD980667240	600 W SOUTH TEMPLE 	SALT LAKE CITY	84104	SALT LAKE			N	?+40.770400?	?-111.905500? 	10/4/1989
?08?	UT	WASATCH CHEMICAL CO. (LOT 6)		?0800596?	UTD000716399	1979 S 7TH W 	SALT LAKE CITY	84104	SALT LAKE			N	?+40.722600?	?-111.874700? 	2/11/1991
?08?	WY	F.E. WARREN AIR FORCE BASE		?0800017?	WY5571924179	I-25 AND RANDALL AVENUE 90TH SUPPORT GROUP/DEV BLD 320	CHEYENNE	82005	LARAMIE			Y	?+41.156660?	?-104.862200? 	2/21/1990
?08?	WY	MYSTERY BRIDGE RD/U.S. HIGHWAY 20		?0800852?	WYD981546005	"U.S.HWY 20,28 & MYSTERY BR. RD "	EVANSVILLE	82636	NATRONA			N	?+42.860580?	?-106.228800? 	8/30/1990
?09?	AZ	APACHE POWDER CO.		?0900510?	AZD008399263	1436 S APACHE POWDER RD 	SAINT DAVID	85630	COCHISE			N	?+31.880000?	?-110.240000? 	8/30/1990
?09?	AZ	HASSAYAMPA LANDFILL		?0900677?	AZD980735666	OLD WICKENBURG RD 	HASSAYAMPA	85343	MARICOPA			N	?+33.368330?	?-112.748300? 	7/22/1987
?09?	AZ	INDIAN BEND WASH AREA		?0900673?	AZD980695969	MCDOWELL RD & HAYDEN 	SCOTTSDALE	85253	MARICOPA			N	?+33.466660?	?-111.908300? 	9/8/1983
?09?	AZ	IRON KING MINE - HUMBOLDT SMELTER		?0905049?	AZ0000309013	"PARTS OF SECS 15,16&22, TWP 13N, RNG 1E "	Dewey-Humboldt	86327	YAVAPAI			N	?+34.503333?	?-112.236667? 	9/3/2008
?09?	AZ	"MOTOROLA, INC. (52ND STREET PLANT)"		?0900517?	AZD009004177	5005 E MCDOWELL RD 	PHOENIX	85008	MARICOPA			N	?+33.461660?	?-111.970800? 	10/4/1989
?09?	AZ	PHOENIX-GOODYEAR AIRPORT AREA		?0900672?	AZD980695902	BETWEEN LWR BUCKEYE ROAD & VAN BUREN 	GOODYEAR	85338	MARICOPA			N	?+33.429710?	?-112.365300? 	9/8/1983
?09?	AZ	TUCSON INTERNATIONAL AIRPORT AREA		?0900684?	AZD980737530	NOGALES HWY 	TUCSON	85734	PIMA			N	?+32.105560?	?-110.933300? 	9/8/1983
?09?	AZ	WILLIAMS AIR FORCE BASE		?0900890?	AZ7570028582	WILLIAMS AFB 6001 SOUTH POWER ROAD	CHANDLER	85224	MARICOPA			Y	?+33.306950?	?-111.651900? 	11/21/1989
?09?	AZ	YUMA MARINE CORPS AIR STATION		?0900885?	AZ0971590062	AVENUE 3E 	YUMA	85369	YUMA			Y	?+32.654580?	?-114.588800? 	2/21/1990
